id,keyword,phonetic_code
2390,wealth,W43
294,neighbor-neighbor-relationship,N2165
2677,sexual-deviant,S2431
561,france,F652
2434,peru,P6
1439,sexual-harassment,S2462
1819,bioterrorism,B3625
804,rock-music,R252
3923,catholic-mass,C3425
5404,bottle-of-pills,B3414
3308,fly,F4
3492,reference-to-rudyard-kipling,R1652
2849,melodrama,M4365
4163,new-house,N2
4547,soul,S4
3284,wallet,W43
324,crazy,C62
1175,loud-sex,L32
666,rotten-teeth,R353
2832,dog-collar,D246
400,agent,A253
4896,serbian-canadian,S6152
2709,orthodox-jew,O632
927,sword,S63
1094,nyc,N2
3800,map,M1
3408,designer,D256
4235,wicca,W2
3752,reference-to-tito-puente,R1652
4955,aviator,A136
936,jellyfish,J412
1204,family-curse,F5426
3768,grandmother-grandson-relationship,G6535
4397,omen,O5
5742,hanukkah,H52
899,tale,T4
5731,switch,S32
2021,jail,J4
502,african,A1625
1425,shoes,S2
2978,tetanus-shot,T3523
1159,rabbi,R1
3471,year-1888,Y6
784,police,P42
1052,monitor,M536
534,bucket-list,B2342
5576,yorkshire,Y626
42,maid,M3
4116,mail,M4
1264,gender-stereotype,G5362
337,texas,T2
117,character-name-in-title,C6236
1050,killer,K46
3107,high-school-friend,H2416
356,music-industry,M2532
3574,lunch,L52
5685,pedophile-uncle,P3145
616,safari,S16
1171,episode-starts-with-sex,E1232
4675,detective-license,D3231
5548,science-fiction-writer,S2521
1824,resignation,R2535
5951,signal-fire,S2541
5943,rock,R2
4170,radio-show,R32
5809,country-folk-music,C5361
1018,trapped-in-a-car,T6135
1657,girl,G64
2652,canada,C53
2882,flat-tire,F436
464,new-music,N52
5231,pedophile,P314
1380,current-events,C6531
5728,drunk-driving,D6523
1897,stabbed-in-the-neck,S3135
3034,kissing-game,K2525
3199,goth,G3
2706,raped-by-doctor,R1313
3350,reference-to-giorgio-armani,R1652
5880,hole-in-the-ground,H4532
1322,california,C4165
4356,orb,O61
3257,guerilla-warfare,G6461
5724,brain-tumor,B6535
2926,underwear,U536
2821,language,L52
3304,waiter,W36
2937,headphones,H3152
1831,local-internet-hotspot,L2453
2691,dye-pack,D12
4442,chinese-checkers,C5262
2559,mixed-alpha-numeric-title,M2341
4441,cheese,C2
285,fleeing,F452
799,husky-dog,H232
3689,crib,C61
2922,engagement-ring,E5253
3215,nativity,N313
2222,fictional-tv-show,F2354
661,cartoon-mouse,C6352
5876,glass-shattered-auditorily,G4236
5375,blackjack-dealer,B4234
4332,burned-with-a-cigarette,B6532
1564,mermaid,M653
4178,vengeful-ghost,V5214
3637,anus,A52
3463,mining,M52
2430,tea-plantation,T1453
3647,foreplay,F614
5836,kidnapped-baby,K3513
2363,money-laundering,M5453
1147,driving-lesson,D6152
5051,mentally-retarded-person,M5346
5992,dog-adoption,D2313
5294,streaker,S3626
2033,mission-school,M2524
5603,redemption,R3513
1095,orgy,O62
3058,jewish-humor,J256
1778,death-of-pregnant-woman,D3162
4585,friendship-between-girls,F6532
2899,marijuana,M625
958,conspiracy,C5216
2124,comedian,C535
5599,nazi,N2
1008,bavaria,B16
3606,urinary-tract-infection,U6563
172,evil-clown,E1424
2144,best-friend,B2316
4176,unmade-bed,U5313
371,pain,P5
419,theatre,T36
1612,artificial-intelligence,A6312
5884,three-wishes,T62
2082,insanity,I5253
5760,rehearsal,R624
2903,assault,A243
4481,personality-change,P6254
1639,drug-test,D6232
196,lesbian-sex,L2152
943,voodoo,V3
5929,crash-landing,C6245
3916,toy-truck,T362
5566,shop,S1
2014,shot,S3
5826,coal-towns,C4352
4494,veranda,V653
1343,cincinnati-ohio,C5253
4934,shoe,S
5471,moons-of-jupiter,M5212
4383,reference-to-the-book-of-psalms,R1652
3796,ghost-in-mirror,G2356
2095,deportation,D1635
1882,duct-tape,D231
2154,dice,D2
3706,bassinette,B253
2636,principality,P6521
3755,spirituality,S1634
4867,property-development,P6163
2936,fire-chief,F621
5885,newspaper-ad,N2163
5182,hippo,H1
2722,hungarian,H5265
1738,hostage,H232
2460,school-spirit,S2421
4271,breaking-up,B6252
3153,sexually-transmitted-disease,S2436
3,tv-mini-series,T1526
3263,secret-society,S2632
3313,businesswoman,B2525
891,italian-cook,I3452
3946,morning,M652
3495,reference-to-virgil,R1652
3685,army-ranger,A6565
1648,comedy-filmmaking,C5314
3189,honesty,H523
5662,peer-pressure,P6162
3091,teething,T352
3988,going-into-labor,G5253
5948,shoulder-injury,S4365
3001,camping,C5152
3760,abandoned-house,A1535
878,anaphylactic-shock,A5142
2714,bipolar-disorder,B1463
3776,scared-by-hand-on-shoulder,S2631
2298,reading,R352
4746,promiscuity,P6523
3209,long-distance-relationship,L5232
1708,real-life,R41
2359,killing,K452
590,mexican-food,M2513
5770,gospel-music,G2145
5233,rugby,R21
738,present,P6253
4448,disappointment,D2153
3703,baby-bottle,B134
1002,remake,R52
1066,improv,I5161
2662,dna-testing,D5323
4809,vincent-van-gogh,V5253
3086,cancer,C526
2308,reference-to-hitler,R1652
3829,15-year-old,Y643
3723,parapsychologist,P6124
5705,custody,C23
2873,childbirth,C4316
2388,underworld,U5364
1803,undershirt,U5362
2512,kidnapper-kidnapped-relationship,K3516
5447,workshop,W621
2280,hemorrhoid-cream,H5632
481,shopping,S152
2210,hairy-chest,H623
3546,graveyard,G6163
4025,stepfather,S3136
3069,unrequited-love,U5623
3393,actor-playing-himself,A2361
2023,murder-conspiracy,M6362
154,drug-dealing,D6234
5898,flooded-home,F435
3968,framed-painting,F6531
2188,hijab,H21
4120,nervous-laughter,N6124
4872,pau,P
1559,doctor,D236
2872,star-spangled-banner,S3621
3535,woodland,W3453
4551,baby-crib,B1261
3068,heartbreak,H6316
1834,speech,S12
1143,aerobics,A612
827,1900s,S
7,overbearing-father,O1616
5053,oil,O4
5795,troubled-teen,T6143
4741,foundling,F5345
2763,chloroform,C4616
1541,classic-song,C4252
1881,diversion,D1625
1845,motorcade,M3623
1978,federal-penitentiary,F3641
5786,stuttering,S3652
2723,prison-romance,P6256
5307,bottle,B34
397,parody,P63
1990,crooked-gambling,C6232
769,money,M5
1139,leaking-water,L2523
728,secret-mission,S2635
5085,asthma,A235
1852,impersonating-a-police-officer,I5162
4538,brookfield-connecticut,B6214
3972,missing-teeth,M2523
5268,reference-to-the-taliban,R1652
1415,three-word-title,T634
532,soccer-star,S2623
5869,black-boy,B421
4676,irish-wolfhound,I6241
1123,mob,M1
5063,railroad,R463
2786,arsonist,A6252
339,twin,T5
3303,server,S616
3817,couch-cushion,C25
243,laughing,L252
1263,battle-of-the-sexes,B3413
5152,news-conference,N2516
4415,possessed-girl,P2326
5125,sneaker,S526
2745,bitter-man,B365
1407,polish-american,P4256
3818,doll,D4
2432,delfine,D415
3938,affectionate-kiss,A1235
4866,old-rocker,O4362
4726,diplomatic-immunity,D1453
1005,loss-of-husband,L2121
4924,secret-meeting,S2635
3977,sleeping-in-parent's-bedroom,S4152
2381,soccer-stadium,S2623
3751,reference-to-jesus,R1652
1741,knife,K51
3424,comicon,C525
4016,shadow,S3
4844,epistemology,E1235
4201,yangmin-mountain,Y5253
2100,topical-humor,T1245
1211,frat-party,F6316
5157,caricature,C6236
4735,promiscuous-woman,P6525
1976,death-of-lawman,D3145
5225,child-pornography,C4316
5754,newscaster,N236
4865,language-barrier,L5216
2062,dancehall-girl,D5242
5761,island,I2453
875,violence,V452
302,stripper-pole,S3616
4612,annoyed-neighbor,A5352
751,reference-to-brad-pitt,R1652
1238,flirtation,F4635
2930,shoplifting,S1413
1184,coupon,C15
5342,abattoir,A136
1234,policewoman-costume,P4252
3076,dreaming,D652
1998,buried-treasure,B6362
5476,space-probe,S1216
3287,gunfight,G5123
1454,water-shortage,W3626
2701,incest-rape,I5236
3010,mixed-marriage,M2356
3849,ringing-telephone,R5252
1659,washington-d.c.,W2523
1038,second-part,S2531
1181,bookstore,B236
872,gore,G6
2951,teddy-bear,T316
1133,undercover-cop,U5362
2865,bathing-baby,B3521
5616,martyrdom,M6363
155,fake-injury,F2526
5258,copycat-crime,C1232
1765,terrorist-group,T6232
210,affection,A1235
5610,1st-century,S3253
1203,deer,D6
1669,general,G564
4308,sick-animal,S254
2402,imagination,I5253
1031,film,F45
4039,ex-boyfriend-ex-girlfriend-relationship,E2165
4305,naked-bulb,N2314
5478,astronaut,A2365
1491,dancing-with-a-friend,D5252
4247,coughing,C252
1779,main-characters-killed-off,M5262
3732,automatic-writing,A3532
299,sneeze,S52
4645,grudge,G632
5151,landfill,L5314
3232,young-romance,Y5265
1651,reference-to-william-shakespeare,R1652
88,forger,F626
4608,liar,L6
4057,broken-chair,B6252
2854,teenage-father,T5213
465,children,C4365
1520,macedonian-history,M2352
1232,lying-about-age,L5213
5496,rings-of-uranus,R5216
4434,angry-man,A5265
2663,miscarriage-of-justice,M2621
1851,electro-magnetic-pulse,E4236
3692,feeling-one-is-being-watched,F4525
3149,fall,F4
4859,dream-home,D65
5064,railroad-track,R4636
341,celebrity,C4163
2487,gang,G52
5776,neighborhood,N2163
881,grasshopper,G6216
3176,burger,B626
2837,lawyer,L6
4205,being-followed,B5214
1715,beretta,B63
952,daily-show,D42
4022,skeptic,S2132
5078,coroner,C656
2728,tapped-phone,T1315
1930,ranger,R526
4991,bigamist,B2523
3758,walking-through-wall,W4252
5910,american-civil-war,A5625
183,nosy-neighbor,N2521
5946,search,S62
2035,bible,B14
623,tortoise,T632
5061,police-precinct,P4216
3877,dead-child,D3243
2780,dumb-criminal,D5126
2027,son-killing-father,S5245
3830,abortionist,A1635
599,africa,A162
4683,suicide-note,S2353
615,riding-an-elephant,R3525
417,woman-in-bath,W513
5764,u.s.-canadian-border,U2535
5027,speaking-latin,S1252
2086,stepmother-stepson-relationship,S3153
3170,chimpanzee,C5152
4877,property-speculation,P6163
21,karaoke,K62
3845,obsession-with-the-supernatural,O1253
5598,town,T5
368,ensemble-cast,E5251
1325,los-angeles-dodgers,L2524
2938,roommate-issues,R532
4662,barber-shop,B6162
1761,subterfuge,S1361
4141,carrying-bride-across-threshold,C6521
2339,dea,D
1893,sniper,S516
4118,marble,M614
1586,manhattan-new-york-city,M5356
4771,haute-cuisine,H325
2807,mysterious-past,M2362
671,collision,C425
4839,heart-condition,H6325
4661,aspiring-actress,A2165
4678,mini-skirt,M5263
4630,homicide,H523
3291,bitten-in-the-neck,B3535
5690,sleeping-with-a-light-on,S4152
3902,refusing-to-eat,R1252
2853,sister-sister-relationship,S2362
4890,library-book,L1612
815,rock-'n'-roll,R2564
4935,advice,A312
2490,ellipsis-in-title,E4125
2713,synagogue,S52
2057,jumping-into-a-river,J5152
865,blood,B43
5981,sleeping-bag,S4152
874,urban-legend,U6154
939,magic-mushroom,M2526
3114,sect,S23
1988,spanish-american-war-veteran,S1525
1422,facebook,F212
1009,burning-a-car,B6526
3909,sweet-grass,S3262
4100,sudden-illness,S3545
2678,sexual-predator,S2416
3381,artificial-insemination,A6312
5367,crash-helmet,C6245
5700,summer-job,S5621
4400,riding-in-a-car,R3525
1705,motorbike-accident,M3612
3228,parent-child-relationship,P6532
3223,family-life,F541
4511,nightclub-owner,N2324
1892,lookout,L23
1497,phoning-father,P5213
4134,black-man,B425
3212,cystic-fibrosis,C2321
864,accidental-killing,A2353
739,walking-the-dog,W4252
3436,oxford,O2163
2617,delta-force,D4316
5493,viking-mars-lander,V2525
4316,christmas-ornament,C6235
5214,indoor-pool,I5361
4874,investment-property,I5123
5866,army-general,A6525
197,miranda-warning,M6536
5564,rags-to-riches,R2362
2235,tv-crew,T126
3288,head-shot,H323
235,house,H2
3996,premature-birth,P6536
2898,fist,F23
2913,insurance,I5265
5579,flower,F46
2833,jewel-smuggling,J4252
4806,switchboard-operator,S3216
3221,death-of-father,D3136
978,acting,A2352
5384,brewery,B6
4216,nosferatu,N2163
3669,skene's-glands,S2524
795,bully,B4
4873,buy-to-let,B343
1487,absent-mother,A1253
2518,disneyland,D2545
652,crawl-through-air-shaft,C6436
1858,police-officer-shot-in-the-head,P4212
5847,mysterious-illness,M2362
3928,faucet,F23
2305,reference-to-olof-palme,R1652
2625,finland,F5453
108,sitcom,S325
4480,peace-pipe,P21
3467,year-1849,Y6
4411,looking-pale,L2521
3519,razor,R26
1338,baltimore-maryland,B4356
395,divorce,D162
2594,art-history,A6323
4413,paint,P53
4689,leash,L2
5693,viking-helmet,V2524
1268,ash-scattering,A2365
5028,stabbed-in-the-heart,S3135
3487,poetry-quote,P3623
2237,tv-program,T1626
5758,film-making,F4525
5043,darkroom,D6265
4834,voyeurism,V625
2975,needle,N34
445,park,P62
3543,dentist,D5323
992,drunkenness,D6525
38,fired-from-the-job,F6316
3110,namesake,N52
858,youth,Y3
1622,interactive,I5362
2030,confessional,C5125
501,talkshow,T42
5528,emoticon-in-title,E5325
3016,second-hand-clothing,S2535
4194,mountain,M535
2276,dancing,D5252
225,couch,C2
221,commentary,C536
3976,skipping-school,S2152
1601,new-jersey-devils,N2623
1538,chart,C63
5677,brushing-hair,B6252
4753,booby-trap,B1361
3788,checkers,C262
1285,refrigerator,R1626
2338,crime-boss,C6512
4814,faked-insanity,F2352
2977,organist,O6252
5425,motor-bike,M3612
1166,camel-toe,C543
4919,nobility,N143
1760,standoff,S3531
41,hugging,H252
4992,blue-ribbon,B4615
3165,frisking,F6252
3924,cold-spot,C4321
3667,sex-toy,S23
237,immaturity,I5363
1433,disco-dancing,D2352
3125,raising-child,R2524
4636,police-inspector,P4252
984,entertainment-series,E5363
3271,waiting,W352
5915,headman,H35
5120,pole-dancing,P4352
1085,open-adoption,O1531
1087,catholic-school,C3424
2929,ferret,F63
2523,theft,T13
3524,straight-razor,S3623
3160,reference-to-gershwin,R1652
3143,saying-grace,S5262
4909,dante,D53
3362,são-paulo-brazil,S1416
5903,mississippi-river,M2161
5805,west-highland-white-terrier,W2324
5625,meteorology,M3642
3743,hispanic-boy,H2152
5668,night-swimming,N2325
1006,vine,V5
5288,power-station,P6235
4686,artist-model,A6323
5186,lion,L5
3357,black-panties,B4215
5526,war-crime,W6265
1539,chart-hit,C63
4282,reading-in-bed,R3525
2818,expert,E2163
2367,political-corruption,P4324
3624,champagne,C5125
1344,cincinnati-reds,C5253
5449,variety-show,V632
5269,suicide-by-hanging,S2315
4951,aircraft,A6261
3905,shaman,S5
4901,irreverence,I6165
4279,occult-ritual,O2436
1015,psychopathic-killer,P2132
1607,docudrama,D2365
5146,english-football,E5242
571,restaurant,R2365
1695,emergency-room,E5625
3868,child's-drawing,C4323
487,you-tube,Y31
1219,recycling,R2452
3844,newborn,N165
5161,falling-down-stairs,F4523
2411,eviction,E1235
5921,statue-of-liberty-new-york-city,S3141
806,rock-star,R236
940,meteorite,M363
5224,child-killer,C4324
903,secret,S263
377,amnesia,A52
3719,ireland,I6453
498,gay,G
404,cyborg,C162
4256,moving-away,M152
1883,gag,G2
5772,romantic-rivalry,R5326
5858,evangelical,E1524
2099,politician,P4325
3853,tape-recorder,T1626
1971,crutch,C632
3074,sexuality,S243
5325,mortician,M6325
1758,sniper-rifle,S5161
4984,smoke-inhalation,S5254
4091,old-house,O432
3943,family-photograph,F5413
4576,century,C536
3375,pregnant-wife,P6253
5812,imperialism,I5164
3671,urethra,U636
121,based-on-play,B2351
5831,italy,I34
4721,military-intelligence,M4365
4993,butcher,B326
4352,freebasing,F6125
2579,one-hour,O56
472,windmill,W5354
4231,roommate-relationship,R5364
1341,pittsburgh-pennsylvania,P3216
209,time-capsule,T5212
3980,blood-in-sink,B4352
4637,private-eye,P613
1485,urinating-in-fear,U6535
1495,fur-clothing,F6243
4881,nineteenth-century,N5353
2400,prevention,P6153
2467,body-image,B352
1652,romance-filmmaking,R5214
4606,adventuress,A3153
961,ufo,U1
3411,actress-playing-multiple-roles,A2362
191,lap-dance,L1352
2452,street-in-title,S3635
2742,swat-team,S35
1163,dinner-party,D5616
1183,circumcision,C6252
5602,easter,E236
4648,luncheonette,L5253
4048,visible-breath,V2141
677,mobile-phone,M1415
744,beer-keg,B62
5791,female-athlete,F5434
5203,semi,S5
2621,werner-erhard,W6563
2746,bomb-making,B5152
2733,google,G24
3921,voice-over-narration,V2165
1505,body-bag,B312
5960,boy-with-glasses,B3242
3576,mirror,M6
4226,candle,C534
4471,lightning,L2352
3150,insurance-fraud,I5265
1863,fire-fight,F6123
4743,jitterbug,J3612
4690,pet,P3
107,singing,S5252
4093,pen,P5
4579,iceland,I2453
801,hard-rock,H6362
4926,epic,E12
4167,pea,P
3918,uncharacteristic-behavior,U5262
1827,robbery,R16
5124,rowing-machine,R5252
3906,strange-behavior,S3652
489,alternative-energy,A4365
2018,dragged-by-horse,D6231
4274,electric-typewriter,E4236
5530,independent-filmmaking,I5315
3026,graduation,G635
749,obstetrician,O1236
2097,celebrity-caricature,C4163
5446,senior-center,S5625
3412,comedienne,C535
1323,chicago-white-sox,C232
2288,reference-to-oprah-winfrey,R1652
3782,bankruptcy,B5261
5453,forced-march,F6235
3115,armed-robbery,A6536
4536,witchcraft,W3261
4070,errand,E653
3240,reference-to-audrey-hepburn,R1652
3268,bored,B63
5959,warlock,W642
385,lesbian-subtext,L2152
4218,polish-immigrant,P4252
3682,re-enacting,R5235
5198,reference-to-michelangelo,R1652
3239,lifeguard,L1263
3243,rejection,R235
3226,irish-american,I6256
5777,miniaturization,M5362
4970,biracial-child,B6242
1289,exploration,E2146
2077,trick-shooting,T6235
552,wilderness-survival,W4365
1024,photo-exhibition,P3213
3094,nepotism,N1325
4527,22-year-old,Y643
2796,muslim-american,M2456
3582,single,S524
77,cafe,C1
4484,private-property-sign,P6131
128,stripper,S3616
2776,black-bra,B4216
5317,crypt,C613
3536,female-serial-killer,F5426
3277,build-up,B431
3190,reputation,R135
720,desert,D263
3915,toy-fire-engine,T1652
4876,property-market,P6163
4848,socrates,S2632
3577,mix-up,M21
3468,year-1863,Y6
1292,year-1864,Y6
1875,running-out-of-ammo,R5231
164,cuckoo-clock,C242
2568,car-driving,C6361
1457,business-card,B2526
5209,vietnamese,V352
2544,runaway-princess,R5165
1340,maryland,M6453
2163,women,W5
4387,western-filmmaking,W2365
4571,stonehenge,S352
4155,husband-leaves-wife,H2153
541,manaus-brazil,M5216
1462,dessert,D263
4035,dark-glasses,D6242
698,cctv,C231
2911,car-loan,C645
1016,surgeon,S625
836,count-down,C535
5755,nursery-school,N6262
4963,psycho-killer,P246
4969,affirmative-action,A1653
5696,alcoholic-mother,A4242
1734,ford-expedition,F6321
1257,lesbian-has-sex-with-man,L2152
1533,casino-royale,C2564
5097,stolen-car,S3452
122,beauty-salon,B3245
4037,depression,D1625
4692,raincoat,R523
2739,credit-card-fraud,C6326
2152,ruffhouse,R12
951,time-for-title,T5163
3872,child-swearing,C4326
5538,lansdale-pennsylvania,L5234
3363,exercise,E262
2768,pants-pulled-down,P5321
5790,body,B3
743,based-on-film,B2351
5439,gay-soldier,G2436
3975,sink,S52
115,world-war-two,W6436
2537,extreme,E2365
3795,ghost-girl,G2326
4716,conceit,C523
4940,shakespeare's-hamlet,S2162
3187,spilled-coffee,S1432
3569,honor,H56
5034,video-arcade,V3623
4684,vacuum-cleaner,V2524
5030,suspended-policeman,S2153
2825,private,P613
4605,composer,C5126
873,stupid-victim,S3131
1529,scandal,S2534
3841,montréal-quebec-canada,M5364
3097,sermon,S65
1531,question-in-title,Q2353
1691,panel-show,P542
531,soccer-shirt,S2626
5461,asteroid,A2363
1950,drunken-employee,D6525
5340,retirement-party,R3653
5408,impotence,I5135
1029,apartment-complex,A1635
2970,alarm-system,A4652
1894,throat-cut,T6323
4869,emigration,E5263
2130,train,T65
1598,boston-bruins,B2351
1853,nypd,N13
315,missing-person,M2521
48,quiz-show,Q2
3464,northumberland,N6351
762,rehabilitation,R1435
5572,textile-mill,T2345
5153,prima-donna,P6535
5470,jupiter-the-planet,J1363
2380,soccer-riot,S263
1467,murphy-bed,M613
4498,west-bay-lake-wisconsin,W2314
2669,girl-stripped-down-to-bra,G6423
1667,democracy,D5262
4031,awkwardness,A2635
518,boxing,B252
5676,body-painting,B3153
4774,baccala-fish,B2412
3792,forest,F623
2382,sports-team,S1632
1752,race-against-time,R2523
4864,incompetence,I5251
4847,philosophy,P421
898,leukemia,L25
1841,bluff,B41
5803,terrier,T6
4772,lecher,L26
577,wood-carving,W3261
4106,trembling,T6514
2570,test-drive,T2361
2515,addiction,A3235
5541,summer-camp,S5625
1943,gunrunner,G5656
4489,staring-into-space,S3652
437,music-gig,M2
5818,concentration-camp,C5253
1010,death-on-the-operating-table,D3531
648,title-directed-by-female,T3436
2610,labor,L16
3098,squatting,S2352
525,german-soccer,G6526
4227,edmonton-alberta-canada,E3535
930,criminal,C654
2352,extradition,E2363
2808,niagara-falls,N2614
793,courtroom,C6365
3949,new-england,N5245
4820,broadway-star,B6323
4407,ectoplasm,E2314
3051,pool-hall,P4
4868,punk-music,P5252
1810,memoir,M56
4429,surrogate-father,S6231
4633,medical-student,M3242
3804,pipe-smoking,P1252
492,filmmaking,F4525
4520,salesman,S425
2592,secret-code,S2632
2433,pacific-ocean,P2125
4336,driving-all-night,D6152
1102,arkansas,A6252
3095,lecture,L236
5821,smog,S52
2429,tea-industry,T5323
2143,math,M3
2721,having-sex-with-skirt-hiked-up,H1523
4737,state-department,S3163
5670,rape-counselor,R1252
3008,drinking-problem,D6525
2223,general-electric,G5642
3944,fixer-upper,F2616
2269,part-of-the-body-in-title,P6313
3539,mystery-killer,M2362
4020,skateboard,S2316
5871,fake-money,F25
3594,gin-tonic,G5352
1417,waitress,W362
5747,wish-fulfillment,W2141
1135,mother-son-relationship,M3625
5634,vh1,V
2438,puppet,P13
1977,escaped-prisoner,E2131
2954,vandal,V534
5925,airplane-crash,A6145
542,monkey,M52
2201,gay-adoption,G3135
3437,planchette,P4523
3673,vagina,V25
5820,air-pollution,A6143
2801,dangerous-offender,D5262
5164,pakistani,P235
787,lapd,L13
1044,cabin,C15
1346,oakland-california,O2453
2543,explanation,E2145
860,percent-in-title,P6253
4516,reference-to-ella-fitzgerald,R1652
4911,reference-to-dante's-inferno,R1652
5854,ipad,I13
1693,chief-of-staff,C1231
1716,bodyguard,B3263
3489,prune,P65
3164,airport-security,A6163
3626,coffee-grinder,C1265
467,moonlight-shopping,M5423
1089,sweden,S35
4959,lover,L16
2680,teenage-girl-in-underwear,T5264
5458,kuala-lumpur-malaysia,K4516
1826,waterboarding,W3616
4469,kiss-on-cheek,K252
3529,bisexual,B24
5913,animal-human-communication,A5452
4009,bloody-scratch-on-back,B4326
3351,high-school-newspaper,H2452
2692,fake-irishman,F2625
3856,trance-medium,T6525
2517,billiards,B4632
1296,civil-union,C145
1151,fake-robbery,F2616
4285,schoolmaster,S2452
3137,burial-plot,B6414
1233,lying-about-one's-age,L5213
4166,pair-of-combat-boots,P6125
3430,prisoner,P6256
1713,assassination-plot,A2535
3269,disease,D2
3354,school-life,S241
775,text,T23
2063,homesteader,H5236
4755,fashion-model,F2534
1770,traitor,T636
185,trailer-trash,T6463
1675,madrid-spain,M3632
5277,ex-policeman,E2142
2923,slap-in-the-face,S4153
2230,staff,S31
5817,communism,C525
2012,scorpion,S2615
3747,madman,M35
3528,year-1929,Y6
5637,terminal-cancer,T6542
5736,harlem-globetrotters,H6452
5830,communist,C523
1193,season-finale,S2515
2734,hijacking,H252
5547,photography,P3261
4278,occult-research,O2436
3378,kazakhstan,K235
5667,country-singer,C5362
177,motel-sex,M342
3486,organ,O625
2829,teams,T52
5807,motherhood,M363
1287,year-1809,Y6
5416,camomile-tea,C543
5515,messenger-mission,M2526
634,turkey-the-country,T6232
2369,prison-visit,P6251
1424,hair-pulling,H6145
1079,baby-boy,B1
5109,escort-service,E2632
162,body-in-bog,B3512
2335,colombian,C4515
206,gambling-problem,G5145
3984,dance-hall,D524
4125,sorrow,S6
5762,monarchy,M562
3720,killing-baby,K4521
5211,bleeding-to-death,B4352
4870,property-buying,P6163
835,archive-footage,A6213
240,joke,J2
2803,faked-suicide,F2323
4701,kosher,K26
4076,green-light,G6542
2391,world-cup,W6432
5339,public-bathroom,P1421
4330,vent,V53
3532,dead-baby,D31
4028,40th-birthday,T163
2275,cutting-in-line,C3525
5595,laugh,L2
2022,legal-technicality,L2432
1120,mafia,M1
1250,sleeping-on-couch,S4152
5593,swimmer,S56
1843,newscast,N23
4369,worried-mother,W6353
4319,corpus-christi-texas,C6126
3711,curtain,C635
5640,teenage-sexuality,T5243
3410,pun-in-title,P534
4384,volunteer,V4536
75,black-lace-stockings,B4242
4554,bed-ridden-child,B3635
5382,missing-finger,M2521
4861,delusion,D425
5353,inspector,I5212
4179,water-overflowing,W3616
2787,barn-burning,B6516
1205,locked-out-of-a-car,L2312
2509,kidnap-victim,K3512
1603,kidnapping,K3515
3970,hanging-picture,H5252
1769,tragic-hero,T626
1192,sauna,S5
3451,bullying,B452
5192,private-zoo,P6132
3171,grandstand,G6532
1599,stanley-cup,S3542
2265,six-sigma,S25
1300,period-drama,P6365
2696,interpol,I5361
737,wreckage,W62
2040,lynching,L5252
5329,sister-in-law,S2365
2219,executive,E231
3731,23-year-old,Y643
2731,cold-case,C432
3987,flashlight,F4242
504,canadian-culture,C5352
5356,meat-processing-factory,M3162
1726,desert-eagle,D2632
1920,match,M32
1383,political-satire,P4324
5299,barbed-wire,B6136
1359,san-diego-padres,S5321
4658,newsstand,N2353
1073,royalty,R43
2644,film-review,F4561
2497,gay-slur,G246
3159,gershwin,G625
5868,bicycle-parts,B2416
5398,housekeeper,H216
5149,journalism,J6542
1370,journalist,J6542
25,sexual-innuendo,S2453
4533,losing-weight,L2523
4404,birth-defect,B6312
3956,ritual-cleansing,R3424
4600,soldier-father,S4361
4745,novelist,N1423
288,having-a-cold,H1524
869,corpse,C612
969,tv-series-pilot,T1262
1067,masked,M23
4394,great-grandfather,G6326
1917,partially-lost-tv-series,P6342
3610,conference,C5165
297,running-away,R52
493,lieutenant,L353
3301,host,H23
3158,topiary,T16
344,panel,P54
4638,rationing,R352
5738,little-league,L342
3419,scotland-yard,S2345
3088,parallel-parking,P6416
1952,false-confession,F4251
609,great-white-shark,G6326
1434,eighties-clothes,E2324
4276,mother-son-hug,M3625
2053,confession,C5125
5252,underpass,U5361
5226,elastic,E4232
3547,introvert,I5361
2704,rape-accusation,R1235
5184,ivory,I16
101,nazi-germany,N265
1043,bus,B2
398,sequel,S24
5926,ankle-injury,A5245
3551,landscaping,L5321
3248,bum,B5
3197,domestic-violence,D5232
1101,advanced-training-institute,A3152
3651,genitals,G5342
5123,recycling-centre,R2452
4652,christmas-party,C6235
5746,wish,W2
2749,hardware-store,H6362
1587,skating,S2352
3254,fbi-agent,F1253
4760,epee,E1
3600,pig,P2
5842,killing-of-family,K4521
1681,shooting,S352
2436,autism,A325
4018,shadow-people,S314
111,twin-brother,T5163
4588,headmistress,H3523
3233,reference-to-benedict-arnold,R1652
4349,dresser,D626
1956,man-slaps-woman,M5241
5796,bereavement,B6153
4811,dictaphone,D2315
2605,weaponry,W156
5462,astronomy,A2365
2541,breakfast-tv,B6212
3323,interracial-relationship,I5362
3516,hiker,H26
3096,prodigal-son,P6324
4759,chocolate-icing,C2432
2126,broken-heart,B6256
2374,rise-and-fall,R2531
896,hate,H3
776,tweet,T3
5649,guardian-angel,G6352
2622,public-affairs,P1421
2384,substitute-player,S1231
3578,pride,P63
2159,risk,R2
2317,pre-pilot,P6143
2122,medical-report,M3246
1629,voice-over,V216
1198,marriage-proposal,M6216
3791,fireplace,F6142
145,missionary,M256
429,school,S24
1333,minnesota-twins,M5235
386,loneliness,L5452
3688,child-in-peril,C4351
1202,animal-in-cast-credits,A5452
5274,bicycle,B24
2067,female-criminal,F5426
1855,police-officer-shot,P4212
5444,door-chain,D625
4302,hanging-bulb,H5252
3198,underage-smoking,U5362
