subject,<wasCreatedOnDate>,<hasLatitude>,<hasLongitude>,<hasMotto>
<Thomas_More_Universitas>,2000.0,,,Profesionales de Primera
<Thomas_Nelson_Community_College>,1968.0,37.0636,-76.4194,
<Thomas_R._Kline_School_of_Law>,2006.0,39.9554,-75.1904,
<Thomas_University>,1950.0,30.816,-83.9686,
"<Thomond_College_of_Education,_Limerick>",1973.0,,,
"<Thompson_Rivers_University,_Open_Learning>",,,,Unlock the Possibilities
<Thompson_Rivers_University>,1970.0,50.66842222222222,-120.36561666666667,Quansem Ilep
<Thompson_Rivers_University_Faculty_of_Law>,2011.0,,,
<Thorneloe_University>,1960.0,46.46307,-80.97054,
<Three_Rivers_Community_College_(Connecticut)>,1992.0,41.5106,-72.1028,
<Three_Rivers_Community_College_(Missouri)>,1966.0,36.77682,-90.43038,
<Thunchath_Ezhuthachan_Malayalam_University>,2012.0,10.883,75.895,
<Thunderbird_School_of_Global_Management>,1946.0,,,
<Tianjin_Academy_of_Fine_Arts>,1906.0,,,
<Tianjin_Foreign_Studies_University>,1964.0,39.107,117.203,德业竞进|||中外求索
<Tianjin_Medical_University>,1951.0,,,
<Tianjin_Normal_University>,1958.0,39.06,117.12,
<Tianjin_Polytechnic_University>,1912.0,39.06215,117.105252,
<Tianjin_University>,1895.1002,39.108164,117.178813,die Wahrheit in den Tatsachen suchen|||实事求是|||實事求是
<Tianjin_University_of_Commerce>,1980.0,,,
<Tianjin_University_of_Radio_&_TV>,1979.0,,,
<Tianjin_University_of_Sport>,1958.0,39.074473,117.187461,
<Tianjin_University_of_Technology>,1978.0,39.085769444444445,117.14434166666668,
<Tibbia_College>,1916.0,28.65583333333333,77.19472222222223,
<Tibbits_Hall>,1970.0,45.943552777777775,-66.63864722222223,
<Tibet_Center_Institute>,2008.0,46.9378,14.5634,
<Tibet_Minzu_University>,1958.0,34.34666666666667,108.7325,
<Tibet_University>,1985.0,29.6459,91.14541,
<Tibetan_Language_Institute>,1996.0,,,
<Tibiscus_University_of_Timișoara>,1991.0,,,
<Tidewater_Community_College>,1968.0,,,
<Tiffin_University>,1888.0,41.118,-83.185,
<Tilak_Maharashtra_University>,1921.0,,,
<Tilburg_Center_of_Entrepreneurship>,2009.0,,,The answer to the need for future entrepreneurs
<Tilburg_University>,1927.0,51.562777777777775,5.041944444444444,Understanding Society
<Tilka_Manjhi_Bhagalpur_University>,1960.0,,,Sanskrit|||The Darkness Unto Light|||Take Me From|||Tamso Ma Jyotirgayama
<Tillamook_Bay_Community_College>,1981.0,45.4566,-123.8137,
<Tippie_College_of_Business>,1921.0,41.6633,-91.5349,
<Tisch_School_of_the_Arts>,1965.0,40.729222222222226,-73.99377777777778,
<Tishreen_University>,1971.0,35.52333333333333,35.80777777777777,
<Titu_Maiorescu_University>,1991.0,44.41361111111111,26.114444444444445,
<Tnea>,1978.0,,,
<Toba_National_College_of_Maritime_Technology>,1881.0,34.48222222222223,136.82486111111112,
<Toccoa_Falls_College>,1907.0,34.5957,-83.3516,Where Character is Developed with Intellect
<Toho_Gakuen_School_of_Music>,1948.0,35.659886111111106,139.58358611111112,
<Toho_Junior_College_of_Music>,1951.0,35.7232,139.7315,
<Toho_University>,1925.0,35.57102777777778,139.72502777777777,
<Tohoku_Bunka_Gakuen_University>,1978.0,38.276694444444445,140.8341388888889,
<Tohoku_Bunkyo_Junior_College>,1966.0,38.20933333333333,140.30297222222222,
<Tohoku_Fukushi_University>,1875.0,38.27972222222222,140.84805555555556,
<Tohoku_Gakuin_University>,1886.0,38.249722222222225,140.87722222222223,Life Light Love
<Tohoku_Institute_of_Technology>,1964.0,,,
<Tohoku_University>,1907.0622,38.25416666666667,140.87361111111113,門戸開放|||実学尊重の精神|||研究第一主義
<Tohoku_Women's_College>,1923.0,40.589444444444446,140.47833333333332,
<Tohoku_Women's_Junior_College>,1950.0,,,
<Tohono_O'odham_Community_College>,1998.0,31.990247,-111.715651,
<Tohto_College_of_Health_Sciences>,2009.0,36.18006388888889,139.29937222222222,
<Toin_University_of_Yokohama>,1988.0,,,
<Tokai_Gakuen_University>,1888.0,35.126,137.104,
<Tokai_Gakuen_Women's_College>,1964.0,35.21693055555556,136.9924861111111,
<Tokai_University>,1942.0,35.664478,139.6848,
<Tokai_University_Fukuoka_Junior_College>,1990.0,33.80333333333333,130.56583333333336,
<Tokai_University_Junior_College>,1952.0,34.98323055555556,138.40514166666668,
<Tokiwa_University>,1909.0,36.38180555555556,140.43938888888889,
<Toko_University>,2001.08,23.448805555555555,120.28975,
<Tokoha_Gakuen_Junior_College>,1966.0,35.01222222222222,138.43055555555554,
<Tokoha_Gakuen_University>,1946.0,35.013527777777774,138.42655555555555,
<Tokushima_Bunri_University>,1895.0,34.2025,134.6052777777778,Independence and Cooperation
<Tokushima_College_of_Technology>,1973.0,34.1425,134.44555555555556,
<Tokyo_Christian_University>,1966.0,35.73789444444444,139.8275,
<Tokyo_City_University>,1949.0,35.598888888888894,139.6513888888889,
<Tokyo_Denki_University>,1907.0,35.748333333333335,139.8063888888889,
<Tokyo_Dental_College>,1890.0,35.68526388888888,139.91284444444446,
<Tokyo_Gakugei_University>,1873.0,35.7065,139.4902,
<Tokyo_Institute_of_Technology>,1881.0,35.513888888888886,139.48333333333332,Pursuing excellence
<Tokyo_International_University>,1965.0,,,
<Tokyo_Kasei-Gakuin_Junior_College>,1950.0,,,
<Tokyo_Kasei-Gakuin_University>,1963.0,,,
<Tokyo_Kasei_University>,1881.0,35.754888888888885,139.71994444444445,
<Tokyo_Keizai_University>,1900.0,35.699503,139.490694,
<Tokyo_Management_College>,1992.0,35.746116666666666,139.93775555555555,
<Tokyo_Metropolitan_College_of_Commerce>,1954.0,,,
<Tokyo_Metropolitan_Junior_College_of_Aeronautic_Engineering>,1960.0,,,
<Tokyo_Metropolitan_Tachikawa_Junior_College>,1950.0,,,
<Tokyo_Metropolitan_Technical_College>,1954.0,,,
<Tokyo_Metropolitan_University>,1949.0,35.61666666666667,139.37722222222223,To pursue the vision of an ideal human society in a metropolis
<Tokyo_Polytechnic_University>,1923.0,35.69051666666666,139.68077777777776,
<Tokyo_Seitoku_University>,1993.0,35.76694444444444,139.73888888888888,
<Tokyo_Tanaka_College>,1972.0,35.57296388888889,139.5057138888889,
<Tokyo_University_of_Foreign_Studies>,1873.0,35.67333333333333,139.51972222222224,None
<Tokyo_University_of_Information_Sciences>,1904.0,35.63751944444444,140.20346944444444,
<Tokyo_University_of_Science>,1881.0,35.69938888888888,139.74138888888888,An educational foundation for the development of the nation through the advancement of science
<Tokyo_University_of_Social_Welfare>,2000.0,35.72770555555556,139.71851666666666,
<Tokyo_University_of_Social_Welfare_Junior_College>,2006.0,36.28680555555555,139.1931111111111,
<Tokyo_University_of_Technology>,1947.0,35.625759,139.341531,
<Tokyo_University_of_the_Arts>,1949.0,35.71666666666667,139.76666666666668,
<Tokyo_Woman's_Christian_University>,1918.0,35.711111111111116,139.5902777777778,Quaecunque Sunt Vera
<Tokyo_Women's_Junior_College_of_Physical_Education>,1950.0,35.68936111111111,139.4283888888889,
<Tolani_Maritime_Institute>,1998.0,19.13363888888889,72.91536111111111,
<Toledo_City_School_District>,,41.66555555555556,-83.57527777777777,Building for success
<Tomas_Bata_University_in_Zlín>,2001.0101,49.222655555555555,17.664855555555555,Erudire et creare|||Erudire et Creare
<Tomas_del_Rosario_College>,1950.0,,,
<Tompkins_Cortland_Community_College>,1968.0,42.50368,-76.290801,
<Tomsk_Polytechnic_University>,1896.0,56.46527777777778,84.95027777777779,Scientia Libertas Prosperitas
<Tomsk_State_Pedagogical_University>,1902.0,56.473888888888894,84.97666666666667,
<Tomsk_State_University>,1878.0,56.4694,84.9475,Mens Mundo Aperiens
<Tomás_Frías_Autonomous_University>,1892.1015,-19.583888888888886,-65.75722222222223,
<Ton_Duc_Thang_University>,1997.0,10.792438,106.711407,
<Tongji_Medical_College>,1907.052,,,
<Tongji_University>,1907.1001,31.2827,121.5066,同舟共济
<Tongwon_University>,1993.0,,,
<Tooele_Applied_Technology_College>,,40.530833333333334,-112.30027777777778,
<Toolamba_Primary_School>,1894.0,,,Where Everyone Counts
<Topiwala_National_Medical_College>,1921.0,,,
<Toppo_Wassermann_College>,1900.0,,,
<Torcuato_di_Tella_University>,1991.0,-34.55472222222222,-58.44583333333333,Aprender para protagonizar
<Toronto_Institute_of_Pharmaceutical_Technology>,1992.0,43.774,-79.254,
<Toronto_Police_Service>,2009.0,,,To Serve and Protect
<Toronto_School_of_Theology>,1944.0,,,
<Toros_University>,2009.0723,,,
<Torrens_University_Australia>,2012.0,-34.927964,138.601104,
<Tottori_University>,1949.0,35.515,134.17166666666665,
<Tottori_University_of_Environmental_Studies>,2001.0404,35.450833333333335,134.255,
<Tougaloo_College>,1869.0,,,Where History Meets the Future
<Toulouse_1_University_Capitole>,1968.0,43.60638888888889,1.4366666666666668,Universitas Magistrorum et Scolarium
<Toulouse_Business_School>,1903.0,43.609722222222224,1.4316666666666666,
<Toulouse_School_of_Economics>,2011.0,43.6054,1.4322,At the heart of economics
<Toulouse_Tech>,2007.0,,,Réseau des Grandes Ecoles Technologies et Management
<Touro_College>,1971.0,40.7421224,-73.9902693,
<Touro_College_Berlin>,,52.5051,13.2132,
<Touro_College_of_Osteopathic_Medicine>,2007.0,40.80942,-73.94965,
<Touro_Law_Center>,1980.0,40.762,-73.187738,
<Touro_University_California>,1997.0,38.087,-122.2643,
<Touro_University_College_of_Medicine>,2007.0416,,,
<Touro_University_Nevada>,2004.0,36.043286,-115.024017,To Teach
<Towson_University>,1866.0,39.39277777777778,-76.60472222222222,
<Toyama_National_College_of_Maritime_Technology>,1906.0,,,
<Toyama_National_College_of_Technology>,2009.0,,,
<Toyama_Prefectural_University>,1962.0,36.70780555555556,137.0962777777778,
<Toyama_University_of_International_Studies>,1963.0,36.599722222222226,137.2740277777778,
<Toyo_Eiwa_Jogakuin>,1884.0,35.509166666666665,139.51055555555556,
<Toyo_Gakuen_University>,1926.0,35.70466666666667,139.7576388888889,
<Toyo_University>,1887.0,35.72324,139.75044,諸学の基礎は哲学にあり
<Toyohashi_Sozo_College>,1983.0,34.7762,137.4088,
<Toyohashi_University_of_Technology>,1976.0,34.70166666666667,137.40861111111113,
<Toyooka_Junior_College>,1967.0,35.53583333333333,134.80583333333334,
<Toyota_National_College_of_Technology>,1963.0,35.10327777777778,137.14819444444444,
<Toyota_Technological_Institute>,1981.0,35.1065,136.983,
<Tra_Vinh_University>,2006.0,9.922,106.347,Bringing quality education to the community
<Training_Christians_for_Ministry_(TCM)>,1963.0,,,
<Training_Ship_Chanakya>,1927.0,50.845,-1.303,
<Trakia_University>,1995.0,42.39833333333333,25.57138888888889,
<Trakya_University>,1982.072,41.6517,26.5219,Bridge to the Future
<TransWorld_University>,1992.0,23.6809,120.5536,
<Transbaikal_State_University>,1974.0,52.032074,113.528882,
<Transcarpathian_Art_Institute>,2003.0,,,
<Transcarpathian_State_University>,1996.0,,,
<Transilvania_University_of_Brașov>,1971.0,45.655833333333334,25.580555555555556,
<Transnational_University_Limburg>,2000.0,,,
<Transvaal_University_College>,1896.0,,,
<Transylvania_University>,1780.0,38.0522,-84.4936,In Lumine Illo Tradimus Lumen
<Treasure_House_School>,2007.0,,,
<Treasure_Valley_Community_College>,1962.0,44.0185,-116.9732,
<Trent_University>,1964.0,44.35776388888889,-78.28956111111111,nunc cognosco ex parte|||Nunc cognosco ex parte
<Trevecca_Nazarene_University>,1901.0,36.14268,-86.75311,Esse quam videri
<Tri-County_Community_College>,1964.0,35.0671,-83.9661,
<Tri-County_Technical_College>,1962.0,34.64222222222222,-82.79194444444444,
<Tri-Valley_University>,2008.0,,,
<Tribeca_Flashpoint_College>,2007.0,,,
<Tribhuvan_University>,1959.0,27.68184,85.28646,
<Trichy_Engineering_College>,1998.0,10.982587,78.775245,
<Trident_University_International>,1998.0,,,
<Trier_University_of_Applied_Sciences>,1971.0,49.768055555555556,6.629444444444445,
<Trine_University>,1884.0,,,
<Trinidad_State_Junior_College>,1925.0,,,
<Trinity_Baptist_College>,1974.0,,,Training Students for Life and Ministry
"<Trinity_Business_School,_Trinity_College_Dublin>",1962.0,53.3449188,-6.255017653,
<Trinity_Christian_College>,1959.0,,,
"<Trinity_College,_Bristol>",1971.0,51.477781,-2.631631,
"<Trinity_College,_Dublin>",1592.0,53.3444,-6.2577,
"<Trinity_College,_Glasgow>",1856.0,55.872,-4.288,
"<Trinity_College,_Leuven>",1657.0,,,
"<Trinity_College,_Toronto>",1851.0802,43.66555555555556,-79.39583333333334,
<Trinity_College_(Connecticut)>,1823.05,41.747,-72.69,Pro Ecclesia Et Patria
<Trinity_College_(Florida)>,1932.0,28.0061653,-82.7911662,
<Trinity_College_London>,1877.0,,,
<Trinity_Episcopal_Day_School>,1885.0,,,
<Trinity_Evangelical_Divinity_School>,1897.0,,,
<Trinity_Institute_of_Professional_Studies>,2007.0,,,
<Trinity_International_University>,1897.0,,,Forming students to transform the world through Christ
<Trinity_Lutheran_Seminary>,1830.0,39.9569,-82.9405,
<Trinity_School_for_Ministry>,1975.0,40.593605,-80.229968,
<Trinity_School_of_Medicine>,2008.0,13.132917,-61.186608,
<Trinity_Southwest_University>,1990.0,,,
"<Trinity_Theological_College,_Perth>",1998.0,-31.93846,115.84413,Preparing people for effective Christian service
"<Trinity_Theological_College,_Singapore>",1948.0,1.362,103.769,
<Trinity_University_(Texas)>,1869.0,29.463794,-98.482042,E Tribus Unum
<Trinity_University_College>,1848.0,51.8581,-4.3286,
<Trinity_University_of_Asia>,1963.0,,,Pro Deo et Patria
<Trinity_Valley_Community_College>,1946.0,32.194814,-95.857774,
<Trinity_Washington_University>,1897.0,38.9275,-77.004872,
<Trinity_Western_University>,1962.0,49.1403,-122.600761,Turris Fortis Deus Noster
<Trinity_academy_of_engineering>,2010.0,,,
<Tripura_Medical_College_&_Dr._B.R._Ambedkar_Memorial_Teaching_Hospital>,2006.0,,,
<Tripura_University>,1987.0,,,
<Trisakti_University>,1965.0,,,
<Triton_College>,1964.0,41.915277777777774,-87.84305555555555,
<Tritonia_Academic_Library>,2001.0,,,
<Triveni_Devi_Bhalotia_College>,1957.0,,,
<Trocaire_College>,1958.0,42.8466,-78.81238,
<Tromsø_University_College>,1995.0801,,,
<Tropical_Forest_Research_Institute>,1988.0,23.099132,79.989333,
<Troy_University>,1887.0,31.798055555555557,-85.9538888888889,
<Troy_University_at_Dothan>,1961.0,32.37583333333333,-86.3111111111111,
<Troy_University_at_Montgomery>,1965.0,32.37583333333333,-86.3111111111111,
<Truckee_Meadows_Community_College>,1971.0,39.5719,-119.797,
<Truett_McConnell_University>,1946.0,34.596,-83.748,
<Trulaske_College_of_Business>,1914.0,38.945277777777775,-92.32888888888888,
<Truman_College>,1956.0,41.9645,-87.659,Education that Works
<Truman_State_University>,1867.0902,40.18917,-92.58239,
<Trunojoyo_University>,2001.0,,,
<Tshwane_University_of_Technology>,2004.0101,-25.73222222222222,28.161666666666665,We empower people
<Tsinghua_University>,1911.0,40.0,116.32666666666667,
<Tsinghua_University_School_of_Law>,1929.0,,,
<Tsuda_College>,1900.0,35.721944444444446,139.46583333333334,
<Tsukuba_Gakuin_University>,1990.0,36.08833333333334,140.1075,
<Tsukuba_International_University>,1994.0,36.10675,140.1990277777778,
<Tsuru_University>,1953.0,35.538333333333334,138.89694444444444,
<Tsurumi_University>,1953.0,35.50555555555555,139.67388888888888,
<Tsuruoka_National_College_of_Technology>,1997.0,38.709833333333336,139.7974722222222,
<Tsuyama_National_College_of_Technology>,1963.0,35.08083333333334,134.01305555555555,
<Tualatin_Academy>,1848.0,45.52027777777778,-123.11055555555555,
<Tubman_University>,1978.0,4.40021,-7.69655,
<Tuck_School_of_Business>,1900.0119,,,
<Tufanganj_Mahavidyalaya>,1971.0,,,
<Tufts_University>,1852.0,42.406,-71.12,Pax et Lux
<Tufts_University_School_of_Dental_Medicine>,1868.0,42.35,-71.063,Pax et Lux
<Tufts_University_School_of_Engineering>,1898.0,42.406,-71.117,
<Tufts_University_School_of_Medicine>,1893.0,42.34985,-71.06198,
<Tula_State_University>,1930.0,54.16694444444444,37.58638888888889,
<Tulane_School_of_Architecture>,1894.0,,,
<Tulane_School_of_Continuing_Studies>,1890.0,,,
<Tulane_University>,1834.0,29.935344,-90.122687,Non Sibi Sed Suis|||Non sibi sed suis
<Tulane_University_Law_School>,1847.0,29.935344,-90.122687,Non Sibi Sed Suis
<Tulane_University_School_of_Liberal_Arts>,2005.0,,,
<Tulane_University_School_of_Medicine>,1834.0,,,
<Tulane_University_School_of_Social_Work>,1914.0,,,
<Tuljaram_Chaturchand_College>,1962.0,18.523969,73.839219,Siddhiranekantat
<Tulsa_Community_College>,1970.0,36.19277777777778,-95.93805555555556,
<Tumaini_University_Dar_es_Salaam_College>,2007.0,-6.787222222222222,39.260555555555555,
<Tumaini_University_Makumira>,1997.0,,,
<Tumkur_University>,2004.0,13.337777777777779,77.12027777777777,Sevastu Me Jnana Vijnanadhara
<Tumo_Center_for_Creative_Technologies>,2011.0,40.196527777777774,44.480111111111114,
<Tun_Hussein_Onn_University_of_Malaysia>,1993.0,1.8530555555555557,103.08638888888889,
<Tung_Fang_Design_Institute>,1966.01,22.87986111111111,120.24694444444445,
<Tung_Shin_Academy_Of_Nursing>,1992.0,3.145799,101.704259,To be a center of excellence in Certificate in Nursing and Diploma in Nursing in the Klang Valley
<Tung_Wah_College>,2010.0,,,
<Tunga_Mahavidyalaya>,1967.0,,,
<Tunghai_University>,1955.0,24.1779605,120.6036615,求眞 篤信 力行
<Tungnan_University>,1970.08,25.0048,121.6044,
<Tunis_Business_School>,2010.0,,,
<Tunis_El_Manar_University>,2000.0,36.82922,10.14629,
<Tunis_University>,1960.0,,,
<Tunisia_Polytechnic_School>,1991.0,,,
<Tunisia_Private_University>,1973.0,,,
<Tunku_Abdul_Rahman_University_College>,1969.0,3.215118,101.728345,Quality and Affordable Education
<Tunxis_Community_College>,1969.1,41.7057,-72.8781,Education that works for a lifetime
<Turan_University>,1992.0,,,Turan for those who believe in themselves and strive for success
<Turgut_Özal_University>,2008.0,,,
<Turin_School_of_Development>,2009.0,,,
<Turing_Gateway_to_Mathematics>,2013.0,52.20989,0.10287,
<Turkish_Air_Force_Academy>,1951.0,40.96822,28.84042,
<Turkish_Military_Academy>,1834.0,,,Yıldızların İrfan Yuvası
<Turkmen_Academy_of_Sciences>,1951.0,,,
<Turkmen_Agricultural_University_Named_after_S.A._Niyazov>,1930.0,37.9525479,58.34239125,
<Turkmen_State_Medical_University>,1931.0,37.87833333333333,58.36638888888889,
<Turkmen_State_University>,1950.0,37.93083333333333,58.38722222222222,
<Turku_Hansda-Lapsa_Hemram_Mahavidyalaya>,2006.0,,,
<Turku_School_of_Economics>,1950.0,60.45458333333334,22.288611111111113,
<Turku_University_of_Applied_Sciences>,1992.0,60.44916666666666,22.295833333333334,
<Turning_Point_(institute)>,1986.0,,,
<Turtle_Mountain_Community_College>,1972.0,48.88361111111111,-99.75083333333333,
<Turība_University>,1993.0,56.91027777777778,24.08138888888889,
<Tuscia_University>,1979.0,42.4275,12.0927,
<Tusculum_College>,1794.0,36.17361111111111,-82.76138888888889,Sit Lux
<Tuskegee_University>,1881.0704,32.430277777777775,-85.70777777777778,Scientia Principatus Opera
<Tuvalu_Maritime_Training_Institute>,1978.0,-8.438222222222223,179.17119444444444,
<Tuxtla_Gutierrez_Institute_of_Technology>,1972.0822,16.757433,-93.172317,Ciencia y Tecnología con sentido Humano|||Ciencia y Tecnología con un Sentido Humano
<Tver_State_Medical_Academy>,1936.0,56.8606,35.8996,
<Twintech_International_University_College_of_Technology>,1994.0,3.201,101.613,Education at its Best
<Tyler_Junior_College>,1926.0,,,
<Tyler_School_of_Art>,1935.0,39.983162,-75.153556,
<Tyndale_Theological_Seminary>,,32.823414,-97.184216,
<Tyumen_State_University>,1930.0,56.4694,84.9475,
<Tzu_Chi_University>,1994.0,23.99353,121.58918,慈悲喜捨
<Tzu_Hui_Institute_of_Technology>,1964.08,22.486055555555556,120.48941666666667,
<TÉLUQ>,1972.0,46.8139,-71.2229,
<Tân_Tạo_University>,2010.0,10.8003,106.455,Per Sapientiam ad Astra
<Télécom_ParisTech>,1878.0,,,Innovate and foster entrepreneurship in a digital world|||Innover et entreprendre dans un monde numérique
<Télécom_Saint-Étienne>,1991.0,45.4517,4.3872,
<U.S._Career_Institute>,1981.0,,,
<U._V._Patel_College_of_Engineering>,1997.0,23.528,72.458,
<U9_League>,2016.0524,,,
<UAB_School_of_Dentistry>,1948.0,33.50527777777778,-86.80027777777778,
<UAMS_College_of_Medicine>,1879.0,34.74805556,-92.32083333,
<UAMS_Northwest>,2008.0,,,
<UAM_Azcapotzalco>,1974.1111,19.503055555555555,-99.18694444444445,Casa Abierta al Tiempo
<UAM_Cuajimalpa>,2005.0,,,
<UAM_Iztapalapa>,1974.093,19.36138888888889,-99.07277777777777,
<UAM_Xochimilco>,1974.1111,19.303055555555556,-99.10194444444444,
<UANL_High_school_system>,1933.0,,,
<UBC_Department_of_Asian_Studies>,1961.0,,,
<UBC_Faculty_of_Medicine>,1950.0,,,
<UBC_Sauder_School_of_Business>,1956.0,,,Opening Worlds
<UBIS_University>,2006.0,46.221514,6.148608,Take Off To A Successful Career
<UCFB>,2011.0,53.788888888888884,-2.228888888888889,
<UCF_Center_for_Emerging_Media>,2008.0,28.5467,-81.38506,
<UCLA_Anderson_School_of_Management>,1935.0,34.073833,-118.443539,
<UCLA_Labor_Center>,1964.0,,,
<UCLA_Luskin_School_of_Public_Affairs>,1994.0,34.07442,-118.439065,
<UCLA_School_of_Dentistry>,1964.0,34.06676,-118.44248,Let there be light
<UCLA_School_of_Nursing>,1949.0,,,
<UCLA_School_of_Public_Health>,1961.0,34.066792,-118.443491,
<UCL_Ear_Institute>,2005.0,,,
<UCL_Eastman_Dental_Institute>,1931.0,,,
<UCL_Faculty_of_Laws>,1826.0,,,
<UCL_Great_Ormond_Street_Institute_of_Child_Health>,1946.0,,,
<UCL_Institute_for_Global_Health>,1964.0,,,
<UCL_Institute_of_Archaeology>,1937.0,51.525,-0.13166666666666668,
<UCL_Institute_of_Education>,2014.0,51.52301,-0.12802,
<UCL_Institute_of_Jewish_Studies>,1954.0,,,
<UCL_Institute_of_Neurology>,1950.0,,,
<UCL_Institute_of_Ophthalmology>,1948.0,,,
<UCL_Jill_Dando_Institute>,2001.0,51.524853,-0.129594,
<UCL_Medical_School>,1746.0,51.5218,-0.1348,
<UCL_Neuroscience>,2008.0,,,
<UCL_School_of_Management>,2007.0,51.505,-0.01961111111111111,
<UCL_School_of_Pharmacy>,2012.0101,,,Salutifer Orbi
<UCL_University_Preparatory_Certificate_(UPC)>,1991.0,,,
<UCR_Graduate_School_of_Education>,1968.0,33.97277777777778,-117.32972222222222,
<UCR_School_of_Business_Administration>,1970.0,,,
<UCSB_College_of_Engineering>,1964.0,34.413868,-119.841214,
"<UCSI_University,_Sarawak_Campus>",2008.0,,,
<UCSI_University>,1986.0,,,
<UC_Berkeley_College_of_Chemistry>,1872.0,37.872822222222226,-122.25612222222222,
<UC_Berkeley_College_of_Engineering>,1931.0,37.87382777777778,-122.25904722222222,
<UC_Berkeley_College_of_Environmental_Design>,1959.0,37.87055,-122.25488333333334,
<UC_Berkeley_College_of_Natural_Resources>,1868.0,37.872637,-122.264502,
<UC_Berkeley_Graduate_School_of_Education>,1892.0,37.87411111111111,-122.26392222222222,
<UC_Berkeley_Graduate_School_of_Journalism>,1967.0,37.874941666666665,-122.25945833333333,
<UC_Berkeley_School_of_Optometry>,1923.0,37.87147777777778,-122.254675,
<UC_Berkeley_School_of_Public_Health>,1943.0,,,
<UC_Berkeley_School_of_Social_Welfare>,1957.0,37.87372222222222,-122.26106666666666,
<UC_Berkeley_–_UCSF_Joint_Medical_Program>,1971.0,,,
<UC_Davis_College_of_Biological_Sciences>,2005.0,,,
<UC_Davis_College_of_Engineering>,1962.0,,,
<UC_Davis_Graduate_School_of_Management>,1981.0,,,Preparing Innovative Leaders for Global Impact
<UC_Davis_School_of_Education>,2002.0,,,
<UC_Davis_School_of_Medicine>,1966.0,38.553147,-121.452528,
<UC_Irvine_Institute_of_Transportation_Studies>,1974.0,33.64277777777778,-117.83833333333332,
<UC_Riverside_School_of_Medicine>,2008.0,,,
<UC_San_Diego_School_of_Medicine>,1968.0,32.876,-117.237,Fiat lux
<UEI_College>,1982.0,36.988279,-121.985295,
<UEI_Global>,2007.0,,,
<UET_KSK_Campus>,2006.0,31.6833,74.2333,
<UET_Rachna>,2003.0,,,
<UF_Training_Reactor>,1959.0,,,
<UH_Physics_Department>,1934.0,29.722765425583646,-95.34497757366276,
<UIC_College_of_Business_Administration>,1965.0,,,
<UIC_College_of_Pharmacy>,1859.0,,,
"<UIET,_Hoshiarpur>",2006.0,,,
<UIUC_College_of_Applied_Health_Sciences>,1895.0,,,
<UIUC_College_of_Business>,1915.0,,,
<UIUC_College_of_Media>,1927.0,,,
<UIUC_School_of_Information_Sciences>,1893.0,40.10777777777778,-88.23138888888889,
<UIUC_School_of_Social_Work>,1945.0,,,
<UK_National_Quantum_Technologies_Programme>,2013.0,,,
<UMBC_Erickson_School_of_Aging>,2004.0,,,
<UMBC_School_of_Public_Policy>,1974.0,39.2538,-76.71425,
<UNC_Kenan–Flagler_Business_School>,1919.0,35.8998,-79.0457,
<UNLV_Graduate_College>,1964.0,,,
<UNLV_School_of_Dental_Medicine>,2001.0,,,
<UNLV_School_of_Medicine>,2014.0822,,,
<UNLV_School_of_Nursing>,1965.0,,,
<UNSW_Business_School>,2006.0,,,
<UNSW_Faculty_of_Engineering>,1950.0,,,
<UNSW_Foundation_Studies>,1988.0,,,
<UNSW_Residential_Communities>,2001.0,,,
<UPIITA>,1997.0716,19.511111111111113,-99.12555555555555,
<UPMC_Shadyside_School_of_Nursing>,1884.0,40.459778,-79.927261,
<UPRRP_College_of_Natural_Sciences>,1943.0,,,
<UPSI>,2007.0,,,
<UQ_Business_School>,1972.0,-27.4947,153.0142,
<USC_Marshall_Executive_Education>,1951.0,,,
<USC_Marshall_School_of_Business>,1920.0,34.02051,-118.28563,
<USC_Rossier_School_of_Education>,1880.0,34.021924,-118.283899,
<USC_School_of_Architecture>,1916.0,34.019155,-118.288026,
<USC_School_of_Cinematic_Arts>,1929.0,34.023056,-118.285833,Limes regiones rerum
<USC_School_of_Dramatic_Arts>,1945.0,34.023056,-118.285833,
<USC_School_of_Pharmacy>,1905.0,34.060312,-118.205989,
<USC_Sol_Price_School_of_Public_Policy>,1929.0,,,
<USC_Viterbi_School_of_Engineering>,1905.0,,,
<USI_Night_High_School>,1998.0,,,
<USU-Brigham_City>,1984.0,41.48555555555556,-112.01888888888888,
<USU-Uintah_Basin>,,40.300555555555555,-109.97638888888889,
<UTAS_Faculty_of_Law>,2017.0,,,
<UWSP_Albertson_Center_for_Learning_Resources>,1970.0,,,
<UW_Bioengineering>,1984.0,,,Inventing the Future of Medicine
<Ubon_Ratchathani_University>,1990.0729,15.118041666666667,104.901375,
<Udai_Pratap_Autonomous_College>,1909.0,25.354166666666668,82.97222222222223,
<Udayana_University>,1962.0929,-8.79888888888889,115.17194444444445,Takitakining Sewaka Guna Widya
<Udaynarayanpur_Madhabilata_Mahavidyalaya>,2006.0,,,
<Udmurt_State_University>,1931.0,56.85055555555556,53.223888888888894,
<Udon_Thani_Rajabhat_University>,1923.0701,17.3975,102.79416666666667,
<Uekusa_Gakuen_Junior_College>,1999.0,35.67037222222222,140.1200861111111,
<Uekusa_University>,2008.0,35.63449444444444,140.1824472222222,
<Ueno_Gakuen_Junior_College>,1952.0,35.71511111111111,139.78183333333334,
